source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
conference/workshop	Silpa K.S., Irshad M.	A survey of lexical simplification;	2018		Energy management; Engineering; Industrial engineering; Renewable energy resources; Surveys	Computer Science and Engineering Department, Government Engineering College, Palakkad, Kerala, India	france	CRC Press/Balkema	scopus.csv	1
conference/workshop	Palmero Aprosio A., Menini S., Tonelli S.	Adaptive Complex Word Identification through False Friend Detection	2020		complex word identification; false friend detection; l2 speakers; text simplification;Automated complex; Foreign language; Friend detection; Language acquisition; Non-native speakers; Reading comprehension; Word frequencies; Word identification	Fondazione Bruno Kessler, Trento, Italy	france,france,france,united states	Association for Computing Machinery, Inc	scopus.csv	1
conference/workshop	Gupta V., Krzyżak A.	An empirical evaluation of attention and pointer networks for paraphrase generation	2020		Attention networks; Data augmentation; Paraphrase generation; Pointer networks;Natural language processing systems; Baseline models; Data augmentation; Empirical evaluations; Geometric transformations; Machine translations; NAtural language processing; Sequence modeling; Training dataset; Computer vision	Department of Computer Science and Software Engineering, Concordia University, Montreal, H3G 1M8, Canada; Department of Electrical Engineering, Westpomeranian University of Technology, Szczecin, 70-313, Poland	germany	Springer	scopus.csv	1
conference/workshop	Kherada S., Namboodiri A.M.	An ICA based approach for complex color scene text binarization	2013		Binarization; ICA; Text Images; ThresholdingAlgorithms; Image retrieval; Independent component analysis; Automatic localization; Binarizations; Global thresholding; Independent component analysis(ICA); Natural scene images; Scene understanding; Text images; Thresholding; Character recognition	IIIT-Hyderabad, India	germany	IEEE Computer Society	scopus.csv	1
conference/workshop	Sterckx L., Naradowsky J., Byrne B., Demeester T., Develder C.	Break it down for me: A study in automated lyric annotation	2017		Abstracting; Automation; Abstract concept; Human evaluation; Measuring performance; Retrieval models; Natural language processing systems	IDLab, Ghent University - imec, Belgium; Language Technology Lab, DTAL, University of Cambridge, United Kingdom; Department of Engineering, University of Cambridge, United Kingdom	india	Association for Computational Linguistics (ACL)	scopus.csv	1
conference/workshop	Štajner S., Nisioi S., Hulpus I.	CoCo: A tool for automatically assessing conceptual complexity of texts	2020		Conceptual complexity; Spreading activation; Text analysis tool;Binary alloys; Automatic assessment; Personalizations; Research purpose; State of the art; Unsupervised approaches; Cobalt alloys	ReadableAI, Cologne, Germany; Human Language Technologies Research Center, University of Bucharest, Romania; Data and Web Science Group, University of Mannheim, Germany	ireland	European Language Resources Association (ELRA)	scopus.csv	1
conference/workshop	Gooding S., Kochmar E., Blackwell A., Sarkar A.	Comparative judgments are more consistent than binary classification for labelling word complexity	2019		Linguistics; Binary classification; In contexts; Word identification; Classification (of information)	Dept of Computer Science and Technology, University of Cambridge, United Kingdom; Microsoft Research, Cambridge, United Kingdom	israel	Association for Computational Linguistics (ACL)	scopus.csv	1
conference/workshop	Scarton C., Madhyastha P., Specia L.	Deciding when, how and for whom to simplify	2020		Best model; Neural models; Target audience; Two stage approach; Artificial intelligence	University of Sheffield, United Kingdom; Imperial College London, United Kingdom	italy,italy	IOS Press BV	scopus.csv	1
conference/workshop	Nastase V., Fritz D., Frank A.	Demodify: A dataset for analyzing contextual constraints on modifier deletion	2019		Annotation; Modifier deletion; Text simplification;Annotation; Contextual constraints; Knowledge extraction; Modifier deletion; Smallest unit; Text fragments; Text simplification; Semantics	Leibniz ScienceCampus”Empirical Linguistics and Computational Language Modeling, Institute of Computational Linguistics, Heidelberg University, Heidelberg, Germany	italy,italy	European Language Resources Association (ELRA)	scopus.csv	1
conference/workshop	Moreno L., Alarcon R., Martínez P.	EASIER system. Language resources for cognitive accessibility.	2020		Cognitive Accessibility; disability; Natural Language Processing; Tool;Personal computers; Accessibility barriers; Language resources; Learning disabilities; Web system; Websites	Computer Science Department, Universidad Carlos Iii de Madrid, Spain	malaysia,malaysia,malaysia	Association for Computing Machinery, Inc	scopus.csv	1
conference/workshop	Maruyama T., Yamamoto K.	Extremely Low Resource Text simplification; with Pre-Trained Transformer Language Model	2019		language modeling; simplification; transfer-learning;Computer aided language translation; Natural language processing systems; Encoder-decoder; Language model; Machine translations; Monolingual texts; Parallel corpora; Simple approach; Text generations; Translation models; Computational linguistics	Nagaoka University of Technology, 1603-1 Kamitomioka Nagaoka, Niigata, 940-2188, Japan	romania,romania,united states,united states	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	1
conference/workshop	Rico-Sulayes A.	General lexicon-based complex word identification extended with stem n-grams and morphological engines	2020		Document-based normalization; Lexical complexity; Lexical frequency thresholding;Natural language processing systems; Accuracy and precision; Candidate list; In-house training; Lexicon analysis; Morphological parsers; Normalized frequencies; Technical terms; Word identification; Computational linguistics	Universidad de Las Américas Puebla, San Andrés Cholula, Puebla, 72810, Mexico	slovenia	CEUR-WS	scopus.csv	1
conference/workshop	Agrawal J.P., Ninan J.	Hardware considerations in FFT processors	1976		Fast Fourier transforms; Fourier analysis; Speech communication; 2's complement arithmetic; Complex multipliers; FFT processors; Fourier coefficients; Unit circles; Audio signal processing	Department of Electrical Engineering, Indian Institute of Technology, Madras-36, India	south africa,south africa	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	1
conference/workshop	Alarcon R., Moreno L., Martínez P.	Hulat- A lexs cwi task-cwi for language and learning disabilities applied to university educational texts	2020		Bert; Cwi; Easy to read; Lexical simplification;Accessibility barriers; Context-Aware; Language resources; Learning disabilities; Linear SVM; Target audience; Word identification; Written texts; Natural language processing systems	Computer Science Department, Universidad Carlos III de Madrid, Leganés, Madrid, Spain	spain	CEUR-WS	scopus.csv	1
conference/workshop	Katsuta A., Yamamoto K.	Improving text simplification; by corpus expansion with unsupervised learning	2019		corpus expansion; Japanese simplification; unsupervised machine translation;Machine learning; Natural language processing systems; Corpus expansion; Non-parallel corpora; Parallel corpora; simplification; models; Translation models; Web Corpora; Expansion	Nagaoka University of Technology, Nagaoka, Japan	spain	Institute of Electrical and Electronics Engineers Inc.	scopus.csv	1
conference/workshop	Dell'Oglio P., Brunato D., Dell'Orletta F.	Lexicon and Syntax: Complexity across genres and language varieties	2018		Computational linguistics; Cross genres; Linguistic complexity; Linguistic features; Parsed corpora; Syntactic complexity; Syntactics	University of Pisa, Italy; Istituto di Linguistica Computazionale Antonio Zampolli (ILC-CNR), ItaliaNLP Lab., Italy	switzerland,united kingdom,germany	CEUR-WS	scopus.csv	1
conference/workshop	Kurdi M.Z.	Measuring content complexity of technical texts: Machine learning experiments	2019		Intelligent tutoring systems; Reading recommender systems; Text content complexity; Text miningClassification (of information); Computer aided instruction; Machine learning; Recommender systems; Search engines; Classification accuracy; Complexity based; Computational model; Foreign language; Intelligent tutoring system; Systems and information; Text content; Text mining; Knowledge based systems	University of Lynchburg, Lynchburg, United States	turkey	Springer Verlag	scopus.csv	1
conference/workshop	Niklaus C., Freitas A., Handschuh S.	MINWIKISPLIT: A sentence splitting corpus with minimal propositions	2019		Semantics; Broken down; Complex sources; Downstream applications; Fine grained; Linguistic structure; Regular structure; Semantic units; Natural language processing systems	University of St.Gallen, Switzerland; University of Manchester, United Kingdom; University of Passau, Germany	united kingdom	Association for Computational Linguistics (ACL)	scopus.csv	1
conference/workshop	Kaeshammer M., Westburg A.	On complex word alignment configurations	2014		Complexity; Machine translation; Word alignment;Alignment; Computational linguistics; Computer aided language translation; Annotation errors; Complex configuration; Complexity; Language pairs; Machine translations; Style guides; Translation models; Word alignment; Translation (languages)	University of Düsseldorf, Universitätsstraße 1, Düsseldorf, 40225, Germany	united kingdom	European Language Resources Association (ELRA)	scopus.csv	1
conference/workshop	Ortiz-Zambrano J.A., Montejo-Raéz A.	Overview of alexs 2020: First workshop on lexical analysis at sepln	2020		Complex word identification; Lexical analysis; Text simplification;Computational linguistics; Lexical analysis; Semi-supervised; Word identification; Natural language processing systems	Universidad de Guayaquil, Guayaquil, Ecuador; Universidad de Jaén, CEATIC, Jaén, Spain	united kingdom,germany	CEUR-WS	scopus.csv	1
